title,runtime,imdb_score,imdb_votes,user_review_count,critic_review_count,critic_overall_score,critic_positive_score,critic_mixed_score,critic_negative_score,user_overall_score,user_positive_score,user_mixed_score,user_negative_score,year_film,year_ceremony,ceremony,category,name,film,winner
Alice in Wonderland,75,7.4,138336,203,100,68,8,2,0,7.8,40,12,1,2010,2011,83,COSTUME DESIGN,Colleen Atwood,Alice in Wonderland,TRUE
Alice in Wonderland,75,7.4,138336,203,100,68,8,2,0,7.8,40,12,1,2010,2011,83,VISUAL EFFECTS,"Ken Ralston, David Schaub, Carey Villegas and Sean Phillips",Alice in Wonderland,FALSE
Alice in Wonderland,108,6.4,405294,829,457,53,18,16,4,5.9,355,275,160,1951,1952,24,MUSIC (Scoring of a Musical Picture),Oliver Wallace,Alice in Wonderland,FALSE
Alice in Wonderland,108,6.4,405294,829,457,53,18,16,4,5.9,355,275,160,2010,2011,83,ART DIRECTION,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,Alice in Wonderland,TRUE
Alice in Wonderland,108,6.4,405294,829,457,53,18,16,4,5.9,355,275,160,2010,2011,83,COSTUME DESIGN,Colleen Atwood,Alice in Wonderland,TRUE
Alice in Wonderland,108,6.4,405294,829,457,53,18,16,4,5.9,355,275,160,2010,2011,83,VISUAL EFFECTS,"Ken Ralston, David Schaub, Carey Villegas and Sean Phillips",Alice in Wonderland,FALSE
An American in Paris,114,7.2,33265,185,102,83,14,3,1,6.8,10,1,1,1951,1952,24,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",An American in Paris,TRUE
An American in Paris,114,7.2,33265,185,102,83,14,3,1,6.8,10,1,1,1951,1952,24,CINEMATOGRAPHY (Color),Alfred Gilks; Ballet Photography by John Alton,An American in Paris,TRUE
An American in Paris,114,7.2,33265,185,102,83,14,3,1,6.8,10,1,1,1951,1952,24,COSTUME DESIGN (Color),"Orry-Kelly, Walter Plunkett, Irene Sharaff",An American in Paris,TRUE
An American in Paris,114,7.2,33265,185,102,83,14,3,1,6.8,10,1,1,1951,1952,24,DIRECTING,Vincente Minnelli,An American in Paris,FALSE
An American in Paris,114,7.2,33265,185,102,83,14,3,1,6.8,10,1,1,1951,1952,24,FILM EDITING,Adrienne Fazan,An American in Paris,FALSE
An American in Paris,114,7.2,33265,185,102,83,14,3,1,6.8,10,1,1,1951,1952,24,MUSIC (Scoring of a Musical Picture),"Johnny Green, Saul Chaplin",An American in Paris,TRUE
An American in Paris,114,7.2,33265,185,102,83,14,3,1,6.8,10,1,1,1951,1952,24,BEST MOTION PICTURE,"Arthur Freed, Producer",An American in Paris,TRUE
An American in Paris,114,7.2,33265,185,102,83,14,3,1,6.8,10,1,1,1951,1952,24,WRITING (Story and Screenplay),Alan Jay Lerner,An American in Paris,TRUE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,ACTOR,Marlon Brando,A Streetcar Named Desire,FALSE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Karl Malden,A Streetcar Named Desire,TRUE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,ACTRESS,Vivien Leigh,A Streetcar Named Desire,TRUE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Kim Hunter,A Streetcar Named Desire,TRUE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,ART DIRECTION (Black-and-White),Art Direction:  Richard Day;  Set Decoration:  George James Hopkins,A Streetcar Named Desire,TRUE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,CINEMATOGRAPHY (Black-and-White),Harry Stradling,A Streetcar Named Desire,FALSE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,COSTUME DESIGN (Black-and-White),Lucinda Ballard,A Streetcar Named Desire,FALSE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,DIRECTING,Elia Kazan,A Streetcar Named Desire,FALSE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,A Streetcar Named Desire,FALSE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,BEST MOTION PICTURE,"Charles K. Feldman, Producer",A Streetcar Named Desire,FALSE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,SOUND RECORDING,"Warner Bros. Studio Sound Department, Col. Nathan Levinson, Sound Director",A Streetcar Named Desire,FALSE
A Streetcar Named Desire,122,8,106395,312,93,97,19,1,0,8.4,55,4,1,1951,1952,24,WRITING (Screenplay),Tennessee Williams,A Streetcar Named Desire,FALSE
Detective Story,103,7.5,8320,87,41,78,12,1,0,0,0,1,0,1951,1952,24,ACTRESS,Eleanor Parker,Detective Story,FALSE
Detective Story,103,7.5,8320,87,41,78,12,1,0,0,0,1,0,1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Detective Story,FALSE
Detective Story,103,7.5,8320,87,41,78,12,1,0,0,0,1,0,1951,1952,24,DIRECTING,William Wyler,Detective Story,FALSE
Detective Story,103,7.5,8320,87,41,78,12,1,0,0,0,1,0,1951,1952,24,WRITING (Screenplay),"Philip Yordan, Robert Wyler",Detective Story,FALSE
Umberto D.,89,8.2,25398,113,81,92,8,1,0,8,24,4,1,1956,1957,29,WRITING (Motion Picture Story),Cesare Zavattini,Umberto D.,FALSE
Singin' in the Rain,103,8.3,235908,764,164,99,17,0,0,8.7,178,14,5,1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Jean Hagen,Singin' in the Rain,FALSE
Singin' in the Rain,103,8.3,235908,764,164,99,17,0,0,8.7,178,14,5,1952,1953,25,MUSIC (Scoring of a Musical Picture),Lennie Hayton,Singin' in the Rain,FALSE
High Noon,85,8,102855,429,149,89,7,0,0,8.4,70,5,1,1952,1953,25,ACTOR,Gary Cooper,High Noon,TRUE
High Noon,85,8,102855,429,149,89,7,0,0,8.4,70,5,1,1952,1953,25,DIRECTING,Fred Zinnemann,High Noon,FALSE
High Noon,85,8,102855,429,149,89,7,0,0,8.4,70,5,1,1952,1953,25,FILM EDITING,"Elmo Williams, Harry Gerstad",High Noon,TRUE
High Noon,85,8,102855,429,149,89,7,0,0,8.4,70,5,1,1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,High Noon,TRUE
High Noon,85,8,102855,429,149,89,7,0,0,8.4,70,5,1,1952,1953,25,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Ned Washington,High Noon,TRUE
High Noon,85,8,102855,429,149,89,7,0,0,8.4,70,5,1,1952,1953,25,BEST MOTION PICTURE,"Stanley Kramer, Producer",High Noon,FALSE
High Noon,85,8,102855,429,149,89,7,0,0,8.4,70,5,1,1952,1953,25,WRITING (Screenplay),Carl Foreman,High Noon,FALSE
Pat and Mike,95,6.9,5636,64,21,79,7,2,0,0,0,1,0,1952,1953,25,WRITING (Story and Screenplay),"Ruth Gordon, Garson Kanin",Pat and Mike,FALSE
The Quiet Man,129,7.7,38121,292,105,85,16,1,0,0,1,2,0,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,The Quiet Man,FALSE
The Quiet Man,129,7.7,38121,292,105,85,16,1,0,0,1,2,0,1952,1953,25,ART DIRECTION (Color),"Art Direction:  Frank Hotaling;  Set Decoration:  John McCarthy, Jr., Charles Thompson",The Quiet Man,FALSE
The Quiet Man,129,7.7,38121,292,105,85,16,1,0,0,1,2,0,1952,1953,25,CINEMATOGRAPHY (Color),"Winton C. Hoch, Archie Stout",The Quiet Man,TRUE
The Quiet Man,129,7.7,38121,292,105,85,16,1,0,0,1,2,0,1952,1953,25,DIRECTING,John Ford,The Quiet Man,TRUE
The Quiet Man,129,7.7,38121,292,105,85,16,1,0,0,1,2,0,1952,1953,25,BEST MOTION PICTURE,"John Ford and Merian C. Cooper, Producers",The Quiet Man,FALSE
The Quiet Man,129,7.7,38121,292,105,85,16,1,0,0,1,2,0,1952,1953,25,SOUND RECORDING,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",The Quiet Man,FALSE
The Quiet Man,129,7.7,38121,292,105,85,16,1,0,0,1,2,0,1952,1953,25,WRITING (Screenplay),Frank S. Nugent,The Quiet Man,FALSE
Carrie,98,7.4,181618,607,188,85,12,2,0,8.1,90,12,4,1952,1953,25,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Emile Kuri",Carrie,FALSE
Carrie,98,7.4,181618,607,188,85,12,2,0,8.1,90,12,4,1952,1953,25,COSTUME DESIGN (Black-and-White),Edith Head,Carrie,FALSE
Carrie,98,7.4,181618,607,188,85,12,2,0,8.1,90,12,4,1976,1977,49,ACTRESS IN A LEADING ROLE,Sissy Spacek,Carrie,FALSE
Carrie,98,7.4,181618,607,188,85,12,2,0,8.1,90,12,4,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Carrie,FALSE
The Snows of Kilimanjaro,114,6.1,5222,69,11,62,4,3,0,0,0,0,0,1952,1953,25,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Thomas Little, Paul S. Fox",The Snows of Kilimanjaro,FALSE
The Snows of Kilimanjaro,114,6.1,5222,69,11,62,4,3,0,0,0,0,0,1952,1953,25,CINEMATOGRAPHY (Color),Leon Shamroy,The Snows of Kilimanjaro,FALSE
Million Dollar Mermaid,115,6.6,1578,21,20,50,0,5,0,0,0,0,0,1952,1953,25,CINEMATOGRAPHY (Color),George J. Folsey,Million Dollar Mermaid,FALSE
The War of the Worlds,85,7,35093,282,84,78,8,0,0,7.1,11,7,0,1953,1954,26,FILM EDITING,Everett Douglas,The War of the Worlds,FALSE
The War of the Worlds,85,7,35093,282,84,78,8,0,0,7.1,11,7,0,1953,1954,26,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",The War of the Worlds,FALSE
The War of the Worlds,85,7,35093,282,84,78,8,0,0,7.1,11,7,0,1953,1954,26,SPECIAL EFFECTS,Paramount Studio,The War of the Worlds,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1953,1954,26,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Maurice Ransford;  Set Decoration:  Stuart Reiss",Titanic,FALSE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1953,1954,26,WRITING (Story and Screenplay),"Charles Brackett, Walter Reisch, Richard Breen",Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,ACTRESS IN A LEADING ROLE,Kate Winslet,Titanic,FALSE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Gloria Stuart,Titanic,FALSE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,ART DIRECTION,Art Direction:  Peter Lamont;  Set Decoration:  Michael Ford,Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,CINEMATOGRAPHY,Russell Carpenter,Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,COSTUME DESIGN,Deborah L. Scott,Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,DIRECTING,James Cameron,Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,FILM EDITING,"Conrad Buff, James Cameron, Richard A. Harris",Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,MAKEUP,"Tina Earnshaw, Greg Cannom, Simon Thompson",Titanic,FALSE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,MUSIC (Original Dramatic Score),James Horner,Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,MUSIC (Original Song),Music by James Horner; Lyric by Will Jennings,Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,BEST PICTURE,"James Cameron and Jon Landau, Producers",Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,SOUND,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,SOUND EFFECTS EDITING,"Tom Bellfort, Christopher Boyes",Titanic,TRUE
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,"1,235",79,99,1997,1998,70,VISUAL EFFECTS,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",Titanic,TRUE
Shane,118,7.6,40053,329,86,80,8,3,0,8,9,2,0,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Brandon De Wilde,Shane,FALSE
Shane,118,7.6,40053,329,86,80,8,3,0,8,9,2,0,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Jack Palance,Shane,FALSE
Shane,118,7.6,40053,329,86,80,8,3,0,8,9,2,0,1953,1954,26,CINEMATOGRAPHY (Color),Loyal Griggs,Shane,TRUE
Shane,118,7.6,40053,329,86,80,8,3,0,8,9,2,0,1953,1954,26,DIRECTING,George Stevens,Shane,FALSE
Shane,118,7.6,40053,329,86,80,8,3,0,8,9,2,0,1953,1954,26,BEST MOTION PICTURE,"George Stevens, Producer",Shane,FALSE
Shane,118,7.6,40053,329,86,80,8,3,0,8,9,2,0,1953,1954,26,WRITING (Screenplay),"A. B. Guthrie, Jr.",Shane,FALSE
Stalag 17,120,8,55200,172,98,84,13,2,0,7.8,9,1,0,1953,1954,26,ACTOR,William Holden,Stalag 17,TRUE
Stalag 17,120,8,55200,172,98,84,13,2,0,7.8,9,1,0,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Robert Strauss,Stalag 17,FALSE
Stalag 17,120,8,55200,172,98,84,13,2,0,7.8,9,1,0,1953,1954,26,DIRECTING,Billy Wilder,Stalag 17,FALSE
The Band Wagon,112,7.5,11240,121,62,93,17,0,0,0,0,1,0,1953,1954,26,COSTUME DESIGN (Color),Mary Ann Nyberg,The Band Wagon,FALSE
The Band Wagon,112,7.5,11240,121,62,93,17,0,0,0,0,1,0,1953,1954,26,MUSIC (Scoring of a Musical Picture),Adolph Deutsch,The Band Wagon,FALSE
The Band Wagon,112,7.5,11240,121,62,93,17,0,0,0,0,1,0,1953,1954,26,WRITING (Story and Screenplay),"Betty Comden, Adolph Green",The Band Wagon,FALSE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,ACTOR,Montgomery Clift,From Here to Eternity,FALSE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,ACTOR,Burt Lancaster,From Here to Eternity,FALSE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,TRUE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,ACTRESS,Deborah Kerr,From Here to Eternity,FALSE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Donna Reed,From Here to Eternity,TRUE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,CINEMATOGRAPHY (Black-and-White),Burnett Guffey,From Here to Eternity,TRUE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,COSTUME DESIGN (Black-and-White),Jean Louis,From Here to Eternity,FALSE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,DIRECTING,Fred Zinnemann,From Here to Eternity,TRUE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,FILM EDITING,William Lyon,From Here to Eternity,TRUE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),"Morris Stoloff, George Duning",From Here to Eternity,FALSE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,BEST MOTION PICTURE,"Buddy Adler, Producer",From Here to Eternity,TRUE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,SOUND RECORDING,"Columbia Studio Sound Department, John P. Livadary, Sound Director",From Here to Eternity,TRUE
From Here to Eternity,118,7.6,46353,196,124,85,19,1,1,7.8,29,2,4,1953,1954,26,WRITING (Screenplay),Daniel Taradash,From Here to Eternity,TRUE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Eddie Albert,Roman Holiday,FALSE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,ACTRESS,Audrey Hepburn,Roman Holiday,TRUE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Walter Tyler",Roman Holiday,FALSE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,CINEMATOGRAPHY (Black-and-White),"Frank Planer, Henri Alekan",Roman Holiday,FALSE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,COSTUME DESIGN (Black-and-White),Edith Head,Roman Holiday,TRUE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,DIRECTING,William Wyler,Roman Holiday,FALSE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,FILM EDITING,Robert Swink,Roman Holiday,FALSE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,BEST MOTION PICTURE,"William Wyler, Producer",Roman Holiday,FALSE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,WRITING (Motion Picture Story),Dalton Trumbo,Roman Holiday,TRUE
Roman Holiday,118,8,136181,327,133,78,7,1,0,8.4,88,8,4,1953,1954,26,WRITING (Screenplay),"Ian McLellan Hunter, John Dighton",Roman Holiday,FALSE
Little Fugitive,75,7.5,2775,35,45,91,4,0,0,8.8,4,0,0,1953,1954,26,WRITING (Motion Picture Story),"Ray Ashley, Morris Engel, Ruth Orkin",Little Fugitive,FALSE
The Living Desert,69,7.4,1501,21,8,69,4,0,0,0,0,0,0,1953,1954,26,DOCUMENTARY (Feature),"Walt Disney, Producer",The Living Desert,TRUE
Hondo,83,7,10831,106,60,79,7,0,0,0,0,0,0,1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Hondo,FALSE
Hondo,83,7,10831,106,60,79,7,0,0,0,0,0,0,1953,1954,26,WRITING (Motion Picture Story),Louis L'Amour,Hondo,FALSE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,ACTOR,Marlon Brando,On the Waterfront,TRUE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,FALSE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,FALSE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,FALSE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Eva Marie Saint,On the Waterfront,TRUE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,ART DIRECTION (Black-and-White),Richard Day,On the Waterfront,TRUE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,CINEMATOGRAPHY (Black-and-White),Boris Kaufman,On the Waterfront,TRUE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,DIRECTING,Elia Kazan,On the Waterfront,TRUE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,FILM EDITING,Gene Milford,On the Waterfront,TRUE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Leonard Bernstein,On the Waterfront,FALSE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,BEST MOTION PICTURE,"Sam Spiegel, Producer",On the Waterfront,TRUE
On the Waterfront,108,8.1,152134,376,165,91,15,0,0,8.7,175,15,7,1954,1955,27,WRITING (Story and Screenplay),Budd Schulberg,On the Waterfront,TRUE
The Caine Mutiny,124,7.7,27290,199,48,63,6,2,0,7.6,3,2,0,1954,1955,27,ACTOR,Humphrey Bogart,The Caine Mutiny,FALSE
The Caine Mutiny,124,7.7,27290,199,48,63,6,2,0,7.6,3,2,0,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Tom Tully,The Caine Mutiny,FALSE
The Caine Mutiny,124,7.7,27290,199,48,63,6,2,0,7.6,3,2,0,1954,1955,27,FILM EDITING,"William A. Lyon, Henry Batista",The Caine Mutiny,FALSE
The Caine Mutiny,124,7.7,27290,199,48,63,6,2,0,7.6,3,2,0,1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,The Caine Mutiny,FALSE
The Caine Mutiny,124,7.7,27290,199,48,63,6,2,0,7.6,3,2,0,1954,1955,27,BEST MOTION PICTURE,"Stanley Kramer, Producer",The Caine Mutiny,FALSE
The Caine Mutiny,124,7.7,27290,199,48,63,6,2,0,7.6,3,2,0,1954,1955,27,SOUND RECORDING,"Columbia Studio Sound Department, John P. Livadary, Sound Director",The Caine Mutiny,FALSE
The Caine Mutiny,124,7.7,27290,199,48,63,6,2,0,7.6,3,2,0,1954,1955,27,WRITING (Screenplay),Stanley Roberts,The Caine Mutiny,FALSE
Seven Brides for Seven Brothers,102,7.3,24654,180,69,75,6,1,0,8.2,8,1,0,1954,1955,27,CINEMATOGRAPHY (Color),George Folsey,Seven Brides for Seven Brothers,FALSE
Seven Brides for Seven Brothers,102,7.3,24654,180,69,75,6,1,0,8.2,8,1,0,1954,1955,27,FILM EDITING,Ralph E. Winters,Seven Brides for Seven Brothers,FALSE
Seven Brides for Seven Brothers,102,7.3,24654,180,69,75,6,1,0,8.2,8,1,0,1954,1955,27,MUSIC (Scoring of a Musical Picture),"Adolph Deutsch, Saul Chaplin",Seven Brides for Seven Brothers,TRUE
Seven Brides for Seven Brothers,102,7.3,24654,180,69,75,6,1,0,8.2,8,1,0,1954,1955,27,BEST MOTION PICTURE,"Jack Cummings, Producer",Seven Brides for Seven Brothers,FALSE
Seven Brides for Seven Brothers,102,7.3,24654,180,69,75,6,1,0,8.2,8,1,0,1954,1955,27,WRITING (Screenplay),"Albert Hackett, Frances Goodrich, Dorothy Kingsley",Seven Brides for Seven Brothers,FALSE
Sabrina,113,7.6,63830,213,101,72,5,1,0,7.8,46,7,1,1954,1955,27,ACTRESS,Audrey Hepburn,Sabrina,FALSE
Sabrina,113,7.6,63830,213,101,72,5,1,0,7.8,46,7,1,1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Sabrina,FALSE
Sabrina,113,7.6,63830,213,101,72,5,1,0,7.8,46,7,1,1954,1955,27,CINEMATOGRAPHY (Black-and-White),"Charles Lang, Jr.",Sabrina,FALSE
Sabrina,113,7.6,63830,213,101,72,5,1,0,7.8,46,7,1,1954,1955,27,COSTUME DESIGN (Black-and-White),Edith Head,Sabrina,TRUE
Sabrina,113,7.6,63830,213,101,72,5,1,0,7.8,46,7,1,1954,1955,27,DIRECTING,Billy Wilder,Sabrina,FALSE
Sabrina,113,7.6,63830,213,101,72,5,1,0,7.8,46,7,1,1954,1955,27,WRITING (Screenplay),"Billy Wilder, Samuel Taylor, Ernest Lehman",Sabrina,FALSE
Sabrina,113,7.6,63830,213,101,72,5,1,0,7.8,46,7,1,1995,1996,68,MUSIC (Original Musical or Comedy Score),John Williams,Sabrina,FALSE
Sabrina,113,7.6,63830,213,101,72,5,1,0,7.8,46,7,1,1995,1996,68,MUSIC (Original Song),Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman,Sabrina,FALSE
Sabrina,127,6.3,40552,161,50,56,12,14,1,7.4,6,5,0,1954,1955,27,ACTRESS,Audrey Hepburn,Sabrina,FALSE
Sabrina,127,6.3,40552,161,50,56,12,14,1,7.4,6,5,0,1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Sabrina,FALSE
Sabrina,127,6.3,40552,161,50,56,12,14,1,7.4,6,5,0,1954,1955,27,CINEMATOGRAPHY (Black-and-White),"Charles Lang, Jr.",Sabrina,FALSE
Sabrina,127,6.3,40552,161,50,56,12,14,1,7.4,6,5,0,1954,1955,27,COSTUME DESIGN (Black-and-White),Edith Head,Sabrina,TRUE
Sabrina,127,6.3,40552,161,50,56,12,14,1,7.4,6,5,0,1954,1955,27,DIRECTING,Billy Wilder,Sabrina,FALSE
Sabrina,127,6.3,40552,161,50,56,12,14,1,7.4,6,5,0,1954,1955,27,WRITING (Screenplay),"Billy Wilder, Samuel Taylor, Ernest Lehman",Sabrina,FALSE
Sabrina,127,6.3,40552,161,50,56,12,14,1,7.4,6,5,0,1995,1996,68,MUSIC (Original Musical or Comedy Score),John Williams,Sabrina,FALSE
Sabrina,127,6.3,40552,161,50,56,12,14,1,7.4,6,5,0,1995,1996,68,MUSIC (Original Song),Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman,Sabrina,FALSE
Carmen Jones,105,6.7,5173,64,43,65,5,5,0,0,0,0,0,1954,1955,27,ACTRESS,Dorothy Dandridge,Carmen Jones,FALSE
Carmen Jones,105,6.7,5173,64,43,65,5,5,0,0,0,0,0,1954,1955,27,MUSIC (Scoring of a Musical Picture),Herschel Burke Gilbert,Carmen Jones,FALSE
White Christmas,120,7.6,42329,243,82,56,7,10,0,7.7,10,1,1,1954,1955,27,MUSIC (Song),Music and Lyrics by Irving Berlin,White Christmas,FALSE
East of Eden,118,7.8,44813,223,96,72,7,3,0,7.5,9,1,1,1955,1956,28,ACTOR,James Dean,East of Eden,FALSE
East of Eden,118,7.8,44813,223,96,72,7,3,0,7.5,9,1,1,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Jo Van Fleet,East of Eden,TRUE
